#Vload,Rout @ DC,rout @ 1MHz
2.50000000000000e+00,2.31706000000000e+02,1.05733000000000e+02
2.50100000000000e+00,2.31706000000000e+02,1.05733000000000e+02
2.50200000000000e+00,2.31706000000000e+02,1.05733000000000e+02
2.50300000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.50400000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.50500000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.50600000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.50700000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.50800000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.50900000000000e+00,2.31705000000000e+02,1.05733000000000e+02
2.51000000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51100000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51200000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51300000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51400000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51500000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51600000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51700000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51800000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.51900000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.52000000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.52100000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.52200000000000e+00,2.31705000000000e+02,1.05732000000000e+02
2.52300000000000e+00,2.31704000000000e+02,1.05732000000000e+02
2.52400000000000e+00,2.31704000000000e+02,1.05732000000000e+02
2.52500000000000e+00,2.31704000000000e+02,1.05732000000000e+02
2.52600000000000e+00,2.31704000000000e+02,1.05732000000000e+02
2.52700000000000e+00,2.31704000000000e+02,1.05732000000000e+02
2.52800000000000e+00,2.31704000000000e+02,1.05732000000000e+02
2.52900000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53000000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53100000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53200000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53300000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53400000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53500000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53600000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53700000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53800000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.53900000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.54000000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.54100000000000e+00,2.31704000000000e+02,1.05731000000000e+02
2.54200000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54300000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54400000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54500000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54600000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54700000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54800000000000e+00,2.31703000000000e+02,1.05731000000000e+02
2.54900000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55000000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55100000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55200000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55300000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55400000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55500000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55600000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55700000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55800000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.55900000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.56000000000000e+00,2.31703000000000e+02,1.05730000000000e+02
2.56100000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56200000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56300000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56400000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56500000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56600000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56700000000000e+00,2.31702000000000e+02,1.05730000000000e+02
2.56800000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.56900000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57000000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57100000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57200000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57300000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57400000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57500000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57600000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57700000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57800000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.57900000000000e+00,2.31702000000000e+02,1.05729000000000e+02
2.58000000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58100000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58200000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58300000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58400000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58500000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58600000000000e+00,2.31701000000000e+02,1.05729000000000e+02
2.58700000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.58800000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.58900000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59000000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59100000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59200000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59300000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59400000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59500000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59600000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59700000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59800000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.59900000000000e+00,2.31701000000000e+02,1.05728000000000e+02
2.60000000000000e+00,2.31700000000000e+02,1.05728000000000e+02
2.60100000000000e+00,2.31700000000000e+02,1.05728000000000e+02
2.60200000000000e+00,2.31700000000000e+02,1.05728000000000e+02
2.60300000000000e+00,2.31700000000000e+02,1.05728000000000e+02
2.60400000000000e+00,2.31700000000000e+02,1.05728000000000e+02
2.60500000000000e+00,2.31700000000000e+02,1.05728000000000e+02
2.60600000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.60700000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.60800000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.60900000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61000000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61100000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61200000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61300000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61400000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61500000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61600000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61700000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61800000000000e+00,2.31700000000000e+02,1.05727000000000e+02
2.61900000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62000000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62100000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62200000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62300000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62400000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62500000000000e+00,2.31699000000000e+02,1.05727000000000e+02
2.62600000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.62700000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.62800000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.62900000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63000000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63100000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63200000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63300000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63400000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63500000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63600000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63700000000000e+00,2.31699000000000e+02,1.05726000000000e+02
2.63800000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.63900000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.64000000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.64100000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.64200000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.64300000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.64400000000000e+00,2.31698000000000e+02,1.05726000000000e+02
2.64500000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.64600000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.64700000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.64800000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.64900000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65000000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65100000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65200000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65300000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65400000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65500000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65600000000000e+00,2.31698000000000e+02,1.05725000000000e+02
2.65700000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.65800000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.65900000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.66000000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.66100000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.66200000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.66300000000000e+00,2.31697000000000e+02,1.05725000000000e+02
2.66400000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.66500000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.66600000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.66700000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.66800000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.66900000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67000000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67100000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67200000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67300000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67400000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67500000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67600000000000e+00,2.31697000000000e+02,1.05724000000000e+02
2.67700000000000e+00,2.31696000000000e+02,1.05724000000000e+02
2.67800000000000e+00,2.31696000000000e+02,1.05724000000000e+02
2.67900000000000e+00,2.31696000000000e+02,1.05724000000000e+02
2.68000000000000e+00,2.31696000000000e+02,1.05724000000000e+02
2.68100000000000e+00,2.31696000000000e+02,1.05724000000000e+02
2.68200000000000e+00,2.31696000000000e+02,1.05724000000000e+02
2.68300000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.68400000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.68500000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.68600000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.68700000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.68800000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.68900000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69000000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69100000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69200000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69300000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69400000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69500000000000e+00,2.31696000000000e+02,1.05723000000000e+02
2.69600000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.69700000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.69800000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.69900000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.70000000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.70100000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.70200000000000e+00,2.31695000000000e+02,1.05723000000000e+02
2.70300000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.70400000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.70500000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.70600000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.70700000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.70800000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.70900000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.71000000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.71100000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.71200000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.71300000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.71400000000000e+00,2.31695000000000e+02,1.05722000000000e+02
2.71500000000000e+00,2.31694000000000e+02,1.05722000000000e+02
2.71600000000000e+00,2.31694000000000e+02,1.05722000000000e+02
2.71700000000000e+00,2.31694000000000e+02,1.05722000000000e+02
2.71800000000000e+00,2.26490000000000e+02,1.00518000000000e+02
2.71900000000000e+00,2.23243000000000e+02,9.72702000000000e+01
2.72000000000000e+00,2.20876000000000e+02,9.49041000000000e+01
2.72100000000000e+00,2.19012000000000e+02,9.30401000000000e+01
2.72200000000000e+00,2.17473000000000e+02,9.15009000000000e+01
2.72300000000000e+00,2.16161000000000e+02,9.01892000000000e+01
2.72400000000000e+00,2.15018000000000e+02,8.90457000000000e+01
2.72500000000000e+00,2.14003000000000e+02,8.80318000000000e+01
2.72600000000000e+00,2.13092000000000e+02,8.71206000000000e+01
2.72700000000000e+00,2.12264000000000e+02,8.62929000000000e+01
2.72800000000000e+00,2.11506000000000e+02,8.55346000000000e+01
2.72900000000000e+00,2.10806000000000e+02,8.48345000000000e+01
2.73000000000000e+00,2.10155000000000e+02,8.41843000000000e+01
2.73100000000000e+00,2.09548000000000e+02,8.35771000000000e+01
2.73200000000000e+00,2.08978000000000e+02,8.30075000000000e+01
2.73300000000000e+00,2.08442000000000e+02,8.24709000000000e+01
2.73400000000000e+00,2.07934000000000e+02,8.19637000000000e+01
2.73500000000000e+00,2.07453000000000e+02,8.14826000000000e+01
2.73600000000000e+00,2.06995000000000e+02,8.10251000000000e+01
2.73700000000000e+00,2.06559000000000e+02,8.05888000000000e+01
2.73800000000000e+00,2.06142000000000e+02,8.01717000000000e+01
2.73900000000000e+00,2.05742000000000e+02,7.97723000000000e+01
2.74000000000000e+00,2.05359000000000e+02,7.93890000000000e+01
2.74100000000000e+00,2.04990000000000e+02,7.90204000000000e+01
2.74200000000000e+00,2.04635000000000e+02,7.86656000000000e+01
2.74300000000000e+00,2.04293000000000e+02,7.83233000000000e+01
2.74400000000000e+00,2.03962000000000e+02,7.79927000000000e+01
2.74500000000000e+00,2.03642000000000e+02,7.76730000000000e+01
2.74600000000000e+00,2.03332000000000e+02,7.73635000000000e+01
2.74700000000000e+00,2.03032000000000e+02,7.70635000000000e+01
2.74800000000000e+00,2.02741000000000e+02,7.67723000000000e+01
2.74900000000000e+00,2.02458000000000e+02,7.64895000000000e+01
2.75000000000000e+00,2.02183000000000e+02,7.62145000000000e+01
2.75100000000000e+00,2.01915000000000e+02,7.59470000000000e+01
2.75200000000000e+00,2.01654000000000e+02,7.56864000000000e+01
2.75300000000000e+00,2.01400000000000e+02,7.54324000000000e+01
2.75400000000000e+00,2.01152000000000e+02,7.51847000000000e+01
2.75500000000000e+00,2.00910000000000e+02,7.49429000000000e+01
2.75600000000000e+00,2.00674000000000e+02,7.47067000000000e+01
2.75700000000000e+00,2.00443000000000e+02,7.44758000000000e+01
2.75800000000000e+00,2.00217000000000e+02,7.42500000000000e+01
2.75900000000000e+00,1.99996000000000e+02,7.40291000000000e+01
2.76000000000000e+00,1.99780000000000e+02,7.38128000000000e+01
2.76100000000000e+00,1.99568000000000e+02,7.36010000000000e+01
2.76200000000000e+00,1.99360000000000e+02,7.33933000000000e+01
2.76300000000000e+00,1.99156000000000e+02,7.31897000000000e+01
2.76400000000000e+00,1.98956000000000e+02,7.29899000000000e+01
2.76500000000000e+00,1.98760000000000e+02,7.27939000000000e+01
2.76600000000000e+00,1.98567000000000e+02,7.26014000000000e+01
2.76700000000000e+00,1.98378000000000e+02,7.24124000000000e+01
2.76800000000000e+00,1.98192000000000e+02,7.22266000000000e+01
2.76900000000000e+00,1.98009000000000e+02,7.20440000000000e+01
2.77000000000000e+00,1.97830000000000e+02,7.18644000000000e+01
2.77100000000000e+00,1.97653000000000e+02,7.16877000000000e+01
2.77200000000000e+00,1.97479000000000e+02,7.15139000000000e+01
2.77300000000000e+00,1.97308000000000e+02,7.13428000000000e+01
2.77400000000000e+00,1.97139000000000e+02,7.11743000000000e+01
2.77500000000000e+00,1.96973000000000e+02,7.10084000000000e+01
2.77600000000000e+00,1.96809000000000e+02,7.08448000000000e+01
2.77700000000000e+00,1.96648000000000e+02,7.06837000000000e+01
2.77800000000000e+00,1.96489000000000e+02,7.05249000000000e+01
2.77900000000000e+00,1.96332000000000e+02,7.03682000000000e+01
2.78000000000000e+00,1.96177000000000e+02,7.02137000000000e+01
2.78100000000000e+00,1.96025000000000e+02,7.00613000000000e+01
2.78200000000000e+00,1.95874000000000e+02,6.99109000000000e+01
2.78300000000000e+00,1.95726000000000e+02,6.97625000000000e+01
2.78400000000000e+00,1.95579000000000e+02,6.96160000000000e+01
2.78500000000000e+00,1.95434000000000e+02,6.94712000000000e+01
2.78600000000000e+00,1.95291000000000e+02,6.93283000000000e+01
2.78700000000000e+00,1.95149000000000e+02,6.91871000000000e+01
2.78800000000000e+00,1.95010000000000e+02,6.90476000000000e+01
2.78900000000000e+00,1.94872000000000e+02,6.89097000000000e+01
2.79000000000000e+00,1.94735000000000e+02,6.87734000000000e+01
2.79100000000000e+00,1.94600000000000e+02,6.86387000000000e+01
2.79200000000000e+00,1.94467000000000e+02,6.85055000000000e+01
2.79300000000000e+00,1.94335000000000e+02,6.83737000000000e+01
2.79400000000000e+00,1.94204000000000e+02,6.82434000000000e+01
2.79500000000000e+00,1.94075000000000e+02,6.81144000000000e+01
2.79600000000000e+00,1.93948000000000e+02,6.79868000000000e+01
2.79700000000000e+00,1.93821000000000e+02,6.78606000000000e+01
2.79800000000000e+00,1.93696000000000e+02,6.77356000000000e+01
2.79900000000000e+00,1.93572000000000e+02,6.76118000000000e+01
2.80000000000000e+00,1.93449000000000e+02,6.74893000000000e+01
2.80100000000000e+00,1.93328000000000e+02,6.73680000000000e+01
2.80200000000000e+00,1.93207000000000e+02,6.72479000000000e+01
2.80300000000000e+00,1.93088000000000e+02,6.71288000000000e+01
2.80400000000000e+00,1.92970000000000e+02,6.70109000000000e+01
2.80500000000000e+00,1.92853000000000e+02,6.68941000000000e+01
2.80600000000000e+00,1.92737000000000e+02,6.67784000000000e+01
2.80700000000000e+00,1.92622000000000e+02,6.66636000000000e+01
2.80800000000000e+00,1.92508000000000e+02,6.65499000000000e+01
2.80900000000000e+00,1.92395000000000e+02,6.64372000000000e+01
2.81000000000000e+00,1.92283000000000e+02,6.63255000000000e+01
2.81100000000000e+00,1.92172000000000e+02,6.62147000000000e+01
2.81200000000000e+00,1.92062000000000e+02,6.61048000000000e+01
2.81300000000000e+00,1.91953000000000e+02,6.59958000000000e+01
2.81400000000000e+00,1.91845000000000e+02,6.58878000000000e+01
2.81500000000000e+00,1.91738000000000e+02,6.57805000000000e+01
2.81600000000000e+00,1.91631000000000e+02,6.56742000000000e+01
2.81700000000000e+00,1.91525000000000e+02,6.55687000000000e+01
2.81800000000000e+00,1.91420000000000e+02,6.54639000000000e+01
2.81900000000000e+00,1.91316000000000e+02,6.53600000000000e+01
2.82000000000000e+00,1.91213000000000e+02,6.52569000000000e+01
2.82100000000000e+00,1.91110000000000e+02,6.51545000000000e+01
2.82200000000000e+00,1.91008000000000e+02,6.50529000000000e+01
2.82300000000000e+00,1.90907000000000e+02,6.49521000000000e+01
2.82400000000000e+00,1.90807000000000e+02,6.48519000000000e+01
2.82500000000000e+00,1.90707000000000e+02,6.47525000000000e+01
2.82600000000000e+00,1.90608000000000e+02,6.46537000000000e+01
2.82700000000000e+00,1.90510000000000e+02,6.45557000000000e+01
2.82800000000000e+00,1.90412000000000e+02,6.44583000000000e+01
2.82900000000000e+00,1.90315000000000e+02,6.43615000000000e+01
2.83000000000000e+00,1.90219000000000e+02,6.42654000000000e+01
2.83100000000000e+00,1.90123000000000e+02,6.41700000000000e+01
2.83200000000000e+00,1.90028000000000e+02,6.40752000000000e+01
